marker_id	contig	start	end	tier	blastn_identity	cai_score	gc_delta	srna_density	align_coverage	kmer_deviation	presence_pathogenic	presence_non_pathogenic	pangenome_score	anvio_cluster_score	cog_enrichment_score	mean_divergence	flank_conservation_2000bp	marker_score_2000bp	proportion_high_windows	proportion_mid_windows	tier_encoded	label	Cosine_Distance	Delta_CAI
MARKER_0011	NC_002695.2	171665	172080	MODERATE	100.0	0.6143441230286255	2.663461538461533	0.4471744471744471	1.0	0.1886086761628153	0.9667	1.0	-0.0333	-0.0624	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.042822	0.037508
MARKER_0012	NC_002695.2	173193	173410	DIVERGED	100.0	0.8245236266412307	1.8761467889908232	0.4880382775119617	1.0	0.3328275651305183	0.9	0.9667	-0.0667	-0.0624	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.042822	0.037508
MARKER_0013	NC_002695.2	219508	220304	MODERATE	100.0	0.5815767774589247	1.6919698870765387	0.3895939086294416	1.0	0.1000647476516218	0.9667	1.0	-0.0333	-0.0323	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.11365	-0.080565
MARKER_0014	NC_002695.2	240756	241559	MODERATE	100.0	0.5353551803767487	9.828358208955224	0.5735849056603773	1.0	0.2073048726341418	0.7	0.8	-0.1	-0.0903	0.0	0.904968	0.85194	8.088568	1.0	0.0	1	0	0.164985	-0.123574
MARKER_0015	NC_002695.2	244723	246393	DIVERGED	100.0	0.6041939366051062	4.975763016157984	0.2581227436823105	1.0	0.1114635153433063	0.6333	0.2	0.4333	0.2538	0.4675	0.904968	0.85194	8.088568	1.0	0.0	2	1	0.05204	-0.051706
MARKER_0016	NC_002695.2	249846	253633	MODERATE	100.0	0.6212407536820908	9.346884899683204	0.1672400105848108	1.0	0.1116856789468806	0.5667	0.2	0.3667	0.2753	0.0	0.904968	0.85194	8.088568	1.0	0.0	1	0	0.080794	-0.058988
MARKER_0017	NC_002695.2	255759	257055	DIVERGED	100.0	0.6355169012859869	3.933307632999231	0.2717391304347826	1.0	0.1228126894083538	0.6	0.2	0.4	0.2853	0.4183	0.904968	0.85194	8.088568	1.0	0.0	2	1	0.072051	-0.024911
MARKER_0018	NC_002695.2	267085	270792	MODERATE	100.0	0.7002122634098629	13.658576051779932	0.1062449310624493	1.0	0.2304863245684668	0.4333	0.1667	0.2667	0.1269	0.0	0.904968	0.85194	8.088568	1.0	0.0	1	0	0.120615	-0.105771
MARKER_0019	NC_002695.2	272508	277289	MODERATE	100.0	0.632346396186988	6.020702634880806	0.5246176408967107	1.0	0.1060665204735404	0.4333	0.7333	-0.3	-0.2402	0.0	0.904968	0.85194	8.088568	1.0	0.0	1	0	0.328893	-0.140164
MARKER_0020	NC_002695.2	274701	275065	DIVERGED	100.0	0.7564783404574519	8.95205479452055	0.1853932584269663	1.0	0.2640724286396744	0.3667	0.7	-0.3333	-0.2441	0.0	0.904968	0.85194	8.088568	1.0	0.0	2	1	0.101281	-0.090644
MARKER_0021	NC_002695.2	282197	291570	MODERATE	100.0	0.6073949748978488	0.0199487945380809	0.3766150560597971	1.0	0.0195823199442087	1.0	1.0	0.0	-0.0779	0.0	0.745271	0.731486	3.766344	1.0	0.0	1	0	0.132673	-0.061146
MARKER_0022	NC_002695.2	300013	300230	MODERATE	100.0	0.622186986818568	6.463302752293572	0.4736842105263157	1.0	0.3927379310350283	1.0	0.9333	0.0667	0.2903	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.208486	-0.2008
MARKER_0023	NC_002695.2	300991	301465	MODERATE	100.0	0.6273098909084153	5.44736842105263	0.4334763948497854	0.475	0.2464014696253352	0.4667	0.1333	0.3333	0.2258	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.279837	-0.210009
MARKER_0024	NC_002695.2	301930	302968	MODERATE	100.0	0.5626884265942659	5.264196342637149	0.4679611650485437	1.0	0.1428927729201763	0.4	0.2333	0.1667	0.2027	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.286637	-0.159886
MARKER_0025	NC_002695.2	304382	304806	MODERATE	100.0	0.5763013931363805	3.911764705882355	0.4879807692307692	0.533	0.1917040822649762	0.2667	0.0333	0.2333	0.2409	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.169584	-0.106811
MARKER_0026	NC_002695.2	304902	306303	MODERATE	100.0	0.6321038193055416	1.5699001426533528	0.4099066762383345	1.0	0.078671053858201	0.5	0.7333	-0.2333	0.0455	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.155083	-0.094459
MARKER_0027	NC_002695.2	305837	306193	DIVERGED	100.0	0.6720570268975318	1.040616246498594	0.3304597701149425	1.0	0.2121662359349662	0.5	0.7333	-0.2333	-0.0441	0.0	0.813709	0.651958	5.558259	1.0	0.0	2	1	0.175307	-0.089542
MARKER_0028	NC_002695.2	306749	307256	DIVERGED	100.0	0.6276895914055515	1.4842519685039337	0.4168336673346693	1.0	0.1774956905145364	0.5333	0.5333	0.0	0.1194	0.0	0.813709	0.651958	5.558259	1.0	0.0	2	1	0.168952	-0.168079
MARKER_0029	NC_002695.2	306763	308471	MODERATE	100.0	0.6205946680042483	5.2688706846108815	0.5288235294117647	1.0	0.0853214489771309	0.6333	0.6	0.0333	0.2079	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.197472	-0.175585
MARKER_0030	NC_002695.2	309868	310322	MODERATE	100.0	0.6650969603758108	0.0494505494505475	0.358744394618834	0.46	0.2137109762492611	0.3	0.2667	0.0333	0.0581	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.238962	-0.123993
MARKER_0031	NC_002695.2	310342	310645	MODERATE	100.0	0.546951314736664	4.776315789473685	0.4576271186440678	1.0	0.3034928619196323	0.6333	0.1333	0.5	0.0	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	1.0	0.0
MARKER_0032	NC_002695.2	315450	315914	MODERATE	100.0	0.5945332626700791	0.1774193548387117	0.4166666666666667	1.0	0.1995362962036272	0.2	0.0	0.2	0.2258	0.0	0.813709	0.651958	5.558259	1.0	0.0	1	0	0.186333	-0.106643
MARKER_0033	NC_002695.2	318474	318862	DIVERGED	100.0	0.62792463163578	1.4280205655526998	0.3815789473684211	1.0	0.2426062253310131	0.2	0.0	0.2	0.1935	0.6946	0.813709	0.651958	5.558259	1.0	0.0	2	1	0.18625	-0.169336
MARKER_0034	NC_002695.2	352807	359427	MODERATE	100.0	0.6665639148544321	1.4288627095604909	0.3852087114337568	1.0	0.036683217674973	0.9333	0.8667	0.0667	0.264	0.0	0.752175	0.608877	3.900813	1.0	0.0	1	0	0.125964	-0.081074
MARKER_0035	NC_002695.2	367956	368187	MODERATE	100.0	0.5962802300449747	20.75862068965517	0.8654708520179372	1.0	0.4388713475274334	0.9333	0.9	0.0333	0.0688	0.0	0.767361	0.733013	4.844511	1.0	0.0	1	0	0.21384	-0.165548
MARKER_0036	NC_002695.2	368440	369427	MODERATE	100.0	0.4885907971925094	8.394736842105267	0.5587334014300307	1.0	0.1972185084573192	0.5333	0.2667	0.2667	0.2817	0.0	0.767361	0.733013	4.844511	1.0	0.0	1	0	0.073408	-0.069306
MARKER_0037	NC_002695.2	383848	394161	MODERATE	100.0	0.6589375097246659	2.0596276905177437	0.3226589034449296	1.0	0.0306421500116835	0.9667	0.9333	0.0333	0.0661	0.0	0.788968	0.730352	4.962839	1.0	0.0	1	0	0.125354	-0.033986
MARKER_0038	NC_002695.2	438118	446026	MODERATE	100.0	0.6122667855242441	3.501770135288908	0.2929113924050633	1.0	0.0471925608285889	0.2333	0.3667	-0.1333	0.0921	0.0	0.995775	0.857922	7.677845	1.0	0.0	1	0	0.066043	-0.024148
MARKER_0039	NC_002695.2	446097	452025	MODERATE	100.0	0.6064944644002627	1.2456569404621405	0.352027027027027	1.0	0.0304936712469379	1.0	1.0	0.0	0.0647	0.0	0.97349	0.775542	5.738925	1.0	0.0	1	0	0.067382	-0.001192
MARKER_0040	NC_002695.2	470323	470691	MODERATE	100.0	0.6476003295039784	2.803523035230356	0.4444444444444444	1.0	0.1999748343422873	0.9667	1.0	-0.0333	0.2414	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.176732	-0.111572
MARKER_0041	NC_002695.2	487974	488549	MODERATE	100.0	0.66501590970312	2.972222222222221	0.3139329805996472	1.0	0.1712269391508231	0.9667	1.0	-0.0333	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.0	0.0
MARKER_0042	NC_002695.2	583317	584236	MODERATE	100.0	0.5441293695716612	10.69565217391304	0.145993413830955	1.0	0.2156531624436549	0.2667	0.0	0.2667	0.2903	0.0	0.994762	0.912057	9.306597	1.0	0.0	1	0	0.072436	0.026639
MARKER_0043	NC_002695.2	584521	585734	MODERATE	100.0	0.6148301638446544	10.785008237232285	0.1676348547717842	1.0	0.2096559976359918	0.2667	0.0	0.2667	0.2903	0.0	0.994762	0.912057	9.306597	1.0	0.0	1	0	0.072436	0.026639
MARKER_0044	NC_002695.2	588978	589402	DIVERGED	100.0	0.5509794425244058	11.617647058823536	0.1538461538461538	1.0	0.3065472230521018	0.2667	0.0	0.2667	0.2903	0.0	0.994762	0.912057	9.306597	1.0	0.0	2	1	0.072436	0.026639
MARKER_0045	NC_002695.2	589365	606703	MODERATE	100.0	0.5521399902961541	8.747938174058476	0.1896133871898442	1.0	0.1198017208642827	0.9667	1.0	-0.0333	0.3078	0.515	0.994762	0.912057	9.306597	1.0	0.0	1	0	0.144603	-0.036905
MARKER_0046	NC_002695.2	617058	620822	MODERATE	100.0	0.7068714990957559	13.510624169986713	0.1035676251331203	1.0	0.2152275473679942	0.4333	0.6333	-0.2	-0.214	0.0	0.972806	0.625542	4.450727	1.0	0.0	1	0	0.094136	-0.12171
MARKER_0047	NC_002695.2	618669	620311	DIVERGED	100.0	0.7254980893522167	13.103164942178935	0.0881272949816401	1.0	0.2421412654064676	0.4333	0.6	-0.1667	-0.214	0.0	0.972806	0.625542	4.450727	1.0	0.0	2	1	0.094136	-0.12171
MARKER_0048	NC_002695.2	664591	665883	MODERATE	100.0	0.5735521953903054	10.051430781129156	0.6292834890965732	1.0	0.1716622775551786	0.7	0.7	0.0	-0.1538	0.0	0.886006	0.765526	6.341865	1.0	0.0	1	0	0.238863	-0.147031
MARKER_0049	NC_002695.2	668617	671248	MODERATE	100.0	0.6456104424233249	11.16413373860182	0.1406786122760198	1.0	0.1966134237972591	0.4333	0.1667	0.2667	0.286	0.6946	0.886006	0.765526	6.341865	1.0	0.0	1	0	0.083767	-0.078248
MARKER_0050	NC_002695.2	673864	674513	DIVERGED	100.0	0.6035742468929838	11.5	0.1591263650546021	0.65	0.2530854073871933	0.6667	0.2667	0.4	0.1183	0.0	0.886006	0.765526	6.341865	1.0	0.0	2	1	0.043425	-0.018182
MARKER_0051	NC_002695.2	675118	675939	MODERATE	100.0	0.611762782673263	11.69221411192214	0.6088560885608856	1.0	0.2038899779066485	0.4333	0.3333	0.1	0.1183	0.0	0.886006	0.765526	6.341865	1.0	0.0	1	0	0.043425	-0.018182
MARKER_0052	NC_002695.2	690627	691856	MODERATE	100.0	0.6062865834554081	1.6382113821138162	0.3939393939393939	1.0	0.0782526423961763	0.9667	1.0	-0.0333	0.0005	0.0	0.708882	0.889149	3.918338	1.0	0.0	1	0	0.188219	-0.153383
MARKER_0053	NC_002695.2	718185	723239	MODERATE	100.0	0.5716933192450259	3.4179030662710232	0.4540229885057471	1.0	0.0396698420790243	1.0	1.0	0.0	0.0204	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.028704	-0.034461
MARKER_0054	NC_002695.2	795256	798936	MODERATE	100.0	0.6085206874016839	1.4915783754414562	0.400599128540305	1.0	0.0524963594799458	0.9667	1.0	-0.0333	-0.0634	0.0	0.721322	0.887606	4.423328	1.0	0.0	1	0	0.032634	0.010205
MARKER_0055	NC_002695.2	815591	828985	MODERATE	100.0	0.5917988762460802	1.818029115341545	0.3287016285671597	1.0	0.017851799067287	0.9667	1.0	-0.0333	-0.0892	0.0	0.992789	0.961728	8.306395	1.0	0.0	1	0	0.065373	-0.050105
MARKER_0056	NC_002695.2	826330	828985	DIVERGED	100.0	0.6407073648678453	0.2153614457831381	0.3634302984510767	1.0	0.0618774659710327	0.5	0.7667	-0.2667	-0.2577	0.0	0.992789	0.961728	8.306395	1.0	0.0	2	1	0.109147	-0.074831
MARKER_0057	NC_002695.2	829199	829456	DIVERGED	100.0	0.6822842903110464	10.189922480620154	0.7108433734939759	0.504	0.3373450631790564	0.5	0.7667	-0.2667	-0.2075	0.0	0.992789	0.961728	8.306395	1.0	0.0	2	1	0.172235	-0.096223
MARKER_0058	NC_002695.2	892487	892762	MODERATE	100.0	0.659072674261173	6.659420289855071	0.550561797752809	1.0	0.3197873932111584	0.7667	0.3333	0.4333	0.4419	0.0	0.825509	0.45146	3.925157	1.0	0.0	1	0	0.36326	-0.11349
MARKER_0059	NC_002695.2	901882	904396	MODERATE	100.0	0.6084448276890148	0.3608349900596437	0.3675179569034317	1.0	0.0589033403971858	0.9667	0.8333	0.1333	0.3826	0.0	0.825509	0.45146	3.925157	1.0	0.0	1	0	0.174097	-0.128574
MARKER_0060	NC_002695.2	903436	903650	DIVERGED	100.0	0.6060062168238398	6.244186046511622	0.2864077669902912	1.0	0.3460374350841914	0.8333	0.2333	0.6	0.0	0.0	0.825509	0.45146	3.925157	1.0	0.0	2	1	1.0	0.0
MARKER_0061	NC_002695.2	916724	924512	MODERATE	100.0	0.5779783124372547	5.861535498780334	0.2330334190231362	1.0	0.0871164846282871	0.8333	0.4667	0.3667	0.3032	0.42	0.825509	0.45146	3.925157	1.0	0.0	1	0	0.102916	-0.053242
MARKER_0062	NC_002695.2	925689	926867	MODERATE	100.0	0.5335117759210292	6.479643765903312	0.5478632478632479	1.0	0.1486264365867098	0.3	0.0	0.3	0.3226	0.0	0.825509	0.45146	3.925157	1.0	0.0	1	0	0.239408	-0.170357
MARKER_0063	NC_002695.2	927412	928481	MODERATE	100.0	0.5745218468828217	10.40654205607477	0.6333647502356268	1.0	0.1980397452489988	0.3	0.0	0.3	0.2581	0.9332	0.825509	0.45146	3.925157	1.0	0.0	1	0	0.390004	-0.155952
MARKER_0064	NC_002695.2	929329	929640	MODERATE	100.0	0.5348725209214396	9.153846153846152	0.6039603960396039	1.0	0.2833188591487601	0.6667	0.3	0.3667	0.0	0.0	0.825509	0.45146	3.925157	1.0	0.0	1	0	1.0	0.0
MARKER_0065	NC_002695.2	1028442	1033083	MODERATE	100.0	0.6271727789653813	0.0385609651012543	0.3667170300021584	1.0	0.0353333541172409	1.0	1.0	0.0	0.023	0.0	1.0	0.838389	6.95385	1.0	0.0	1	0	0.047541	-0.025689
MARKER_0066	NC_002695.2	1046110	1046384	MODERATE	100.0	0.528279895731445	13.5	0.1541353383458646	0.653	0.2905724625203356	0.6667	0.2667	0.4	0.0	0.0	0.724865	0.968576	4.364597	1.0	0.0	1	0	1.0	0.0
MARKER_0067	NC_002695.2	1122773	1127047	MODERATE	100.0	0.630175305357207	4.307017543859651	0.2780121894045945	1.0	0.0626170617840422	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.0	0.0
MARKER_0068	NC_002695.2	1161652	1165987	MODERATE	100.0	0.5978559515853344	3.036900369003689	0.4289345967182805	1.0	0.0756278600154265	0.2667	0.0667	0.2	0.1815	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.259249	-0.137023
MARKER_0069	NC_002695.2	1166898	1169151	MODERATE	100.0	0.5943647288431665	4.359804791481807	0.4930957683741648	1.0	0.0841276300469368	0.7333	0.7333	0.0	0.2056	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.243056	-0.099163
MARKER_0070	NC_002695.2	1167497	1167935	DIVERGED	100.0	0.5731828316616208	5.853075170842828	0.5209302325581395	1.0	0.2305636347970514	0.2333	0.0333	0.2	0.2247	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.347691	-0.163829
MARKER_0071	NC_002695.2	1169894	1170235	DIVERGED	100.0	0.6278116976785633	0.7923976608187147	0.3573573573573573	1.0	0.2764525505143942	0.1667	0.0667	0.1	0.1602	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.165449	-0.128174
MARKER_0072	NC_002695.2	1170414	1170983	MODERATE	100.0	0.5895719403495551	7.394736842105267	0.1586452762923351	1.0	0.2083506446467593	0.6667	0.1	0.5667	0.1602	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.165449	-0.128174
MARKER_0073	NC_002695.2	1170494	1172170	DIVERGED	100.0	0.6969245725881492	3.3461538461538467	0.2703836930455635	1.0	0.1143886983173261	0.7	0.1667	0.5333	0.1545	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.121751	-0.091853
MARKER_0074	NC_002695.2	1172536	1172922	MODERATE	100.0	0.5889015655856475	1.145994832041339	0.3518518518518518	1.0	0.2469338392759152	0.8333	0.3333	0.5	0.5032	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.149089	-0.182557
MARKER_0075	NC_002695.2	1174442	1176700	MODERATE	100.0	0.6261869448714251	2.3995130588756126	0.3013333333333333	1.0	0.0569641219382702	0.6667	0.4	0.2667	0.4057	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.162849	-0.12786
MARKER_0076	NC_002695.2	1178137	1178613	MODERATE	100.0	0.5811085321385311	2.072327044025158	0.4316239316239316	1.0	0.206741364581561	0.2333	0.0667	0.1667	0.1935	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.196644	-0.075093
MARKER_0077	NC_002695.2	1179416	1180294	DIVERGED	100.0	0.5460734942182099	2.742320819112635	0.3310344827586207	1.0	0.1304453067001761	0.6667	0.1333	0.5333	0.4516	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.079597	-0.046803
MARKER_0078	NC_002695.2	1179416	1182024	MODERATE	100.0	0.5731356687546013	4.118627826753539	0.2826923076923077	1.0	0.0711728664287996	0.6667	0.1333	0.5333	0.4516	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.079597	-0.046803
MARKER_0079	NC_002695.2	1184155	1185492	MODERATE	100.0	0.5986160373755084	1.517937219730939	0.3152746425884123	1.0	0.1127446692371891	0.5	0.0667	0.4333	0.2366	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.182868	-0.064997
MARKER_0080	NC_002695.2	1189440	1194402	MODERATE	100.0	0.6013423103270105	4.789139633286325	0.2589826402906742	1.0	0.0712735830886887	0.6667	0.2333	0.4333	0.3756	0.403	0.0	0.5	0.0	0.0	0.0	1	0	0.153908	-0.080174
MARKER_0081	NC_002695.2	1194533	1195053	MODERATE	100.0	0.7616498091205648	10.728406909788866	0.115234375	1.0	0.2473285598358867	0.4667	0.1667	0.3	0.4118	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.082107	-0.053487
MARKER_0082	NC_002695.2	1195938	1202592	MODERATE	100.0	0.5975247464287181	6.930503380916612	0.2065904303340355	1.0	0.1042301652830715	0.6667	0.2667	0.4	0.4057	0.42	0.0	0.5	0.0	0.0	0.0	1	0	0.112963	-0.043292
MARKER_0083	NC_002695.2	1197560	1199198	DIVERGED	100.0	0.7328862442785815	7.401159243441128	0.1883435582822085	1.0	0.1294090731758613	0.4667	0.1	0.3667	0.4414	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.11497	-0.07564
MARKER_0084	NC_002695.2	1199413	1200466	DIVERGED	100.0	0.6424464276163953	8.89278937381404	0.1626794258373205	1.0	0.2058604832036118	0.4	0.1333	0.2667	0.3638	0.42	0.0	0.5	0.0	0.0	0.0	2	1	0.115498	-0.050887
MARKER_0085	NC_002695.2	1203338	1207895	MODERATE	100.0	0.7092398538386642	6.3012286090390575	0.2235656188173224	1.0	0.0941753787086738	0.5	0.2	0.3	0.2674	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.076282	-0.04883
MARKER_0086	NC_002695.2	1243695	1245336	MODERATE	100.0	0.5672227275384419	1.230816077953719	0.3833435394978567	1.0	0.0730414602307171	0.9667	1.0	-0.0333	-0.1097	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.142958	-0.077606
MARKER_0087	NC_002695.2	1248216	1248805	MODERATE	100.0	0.5780219889132904	2.872881355932208	0.423407917383821	1.0	0.2021236425861931	0.6667	0.2333	0.4333	0.2065	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.192301	-0.10164
MARKER_0088	NC_002695.2	1249466	1250291	MODERATE	100.0	0.5719206745393256	3.889830508474581	0.4614443084455324	1.0	0.1692432919255635	0.3333	0.0667	0.2667	0.128	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.295341	-0.129481
MARKER_0089	NC_002695.2	1250367	1250681	DIVERGED	100.0	0.6586640034986946	3.51587301587302	0.4183006535947712	1.0	0.2857369003421252	0.2333	0.0	0.2333	0.129	0.0	0.946233	0.706895	7.391811	1.0	0.0	2	1	0.138857	-0.071643
MARKER_0090	NC_002695.2	1254966	1255730	MODERATE	100.0	0.5625885775299144	6.055555555555557	0.5013227513227513	1.0	0.2181924569288378	0.4333	0.3	0.1333	0.1699	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.318305	-0.180878
MARKER_0091	NC_002695.2	1258050	1258437	MODERATE	100.0	0.6123802569294678	6.170103092783506	0.5277044854881267	0.994	0.2241451447626861	0.5333	0.2	0.3333	0.2473	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.16577	-0.160373
MARKER_0092	NC_002695.2	1262581	1265883	MODERATE	100.0	0.5968498247532011	1.362851952770214	0.3998178506375228	1.0	0.0723029845596523	0.6667	0.3	0.3667	0.2609	1.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.229984	-0.154953
MARKER_0093	NC_002695.2	1263309	1263973	DIVERGED	100.0	0.5580127633068133	1.1766917293233092	0.4253048780487805	1.0	0.142962008186282	0.2333	0.0333	0.2	0.1935	1.0	0.946233	0.706895	7.391811	1.0	0.0	2	1	0.147072	-0.140151
MARKER_0094	NC_002695.2	1266332	1267062	MODERATE	100.0	0.5725210498868681	1.5259917920656605	0.4113573407202216	1.0	0.153313600749223	0.3667	0.0	0.3667	0.0	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	1.0	0.0
MARKER_0095	NC_002695.2	1268393	1268925	DIVERGED	100.0	0.5555118558912692	2.0947467166979337	0.4561068702290076	1.0	0.1853741101656828	0.3667	0.1	0.2667	0.3226	0.0	0.946233	0.706895	7.391811	1.0	0.0	2	1	0.066188	-0.035314
MARKER_0096	NC_002695.2	1268393	1268935	MODERATE	100.0	0.557215126354165	2.4337016574585637	0.4531835205992509	1.0	0.1865731667808486	0.3667	0.1	0.2667	0.3226	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.066188	-0.035314
MARKER_0097	NC_002695.2	1271813	1275325	MODERATE	100.0	0.6045684658256342	0.4857671505835483	0.363013698630137	1.0	0.0580748952898328	0.3667	0.0333	0.3333	0.1839	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.186477	-0.104535
MARKER_0098	NC_002695.2	1275503	1283838	MODERATE	100.0	0.6469969193862293	0.8315738963531629	0.3277290740963132	1.0	0.0557538026579979	0.2	0.0333	0.1667	0.1783	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.130567	-0.073705
MARKER_0099	NC_002695.2	1283944	1285452	MODERATE	100.0	0.5851237729758736	2.846587143803845	0.294	1.0	0.1414861798182229	0.2	0.0333	0.1667	0.1821	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.133597	-0.126695
MARKER_0100	NC_002695.2	1286070	1286278	MODERATE	100.0	0.6778545497885377	6.91626794258373	0.245	0.798	0.3951585964162626	0.2	0.0333	0.1667	0.1613	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.126608	-0.158102
MARKER_0101	NC_002695.2	1286313	1287418	MODERATE	100.0	0.6150363259614745	4.020795660036171	0.3181403828623518	1.0	0.2382710800346127	0.3	0.0	0.3	0.2151	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.241341	-0.146575
MARKER_0102	NC_002695.2	1287542	1291557	MODERATE	100.0	0.6146985330509941	2.0687250996015933	0.4147741452458198	1.0	0.0715022301043789	0.2	0.0333	0.1667	0.2008	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.204879	-0.133773
MARKER_0103	NC_002695.2	1291928	1304608	MODERATE	100.0	0.6914700339608031	2.532095260626136	0.2953756313131313	1.0	0.061173658993184	0.5333	0.0667	0.4667	0.2213	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.194448	-0.108978
